NAME,ADDRESS,CITY,STATE,ZIP5
"CORNERSTONE RESIDENCE, LP",111 Broadway,Newburgh,NY,12550
CORTLAND COMMUNITY ACTION PROGRAM,23 Main St,Cortland,NY,13045
CORTLAND HSG ASSIST COUNCIL,4 Lincoln Ave Ste 203,Cortland,NY,13045
COVENANT HOUSING CORP,COVENANT HOUSING CORP OF CENTRAL NY,SYRACUSE,NY,13224
"COW BAY HOUSING DEVELOPMENT FUND COMPANY,C/O BLUE STONE DEVELOPERS",626 Rexcorp Plz,Uniondale,NY,11556
"CROTON HOUSING NETWORK, INC",MOUNT AIRY ROAD,CROTON-ON-HUDSON,NY,10520
CROWN HEIGHTS JEWISH COMMUNITY COUNCIL,387 Kingston Ave,Brooklyn,NY,11225
CYPRESS HILLS LOCAL DEVELOPMENT CORP.,CYPRESS HILLS LOCAL DEVELOPMENT CORP.,BROOKLYN,NY,11208
DELTA DEVELOPMENT CORPORATION,525 Washington St,Buffalo,NY,14203
DUTCHESS COUNTY COMMUNITY ACTION AGENCY,84 Cannon St,Poughkeepsie,NY,12601
"EAST NEW YORK URBAN YOUTH CORP, INC",539 Alabama Ave,Brooklyn,NY,11207
EASTSIDE NEIGHBORS IN PARTNER,202 S Beech St,Syracuse,NY,13210
ECCLESIA MINISTRIES OF NEWBURGH INC,PO Box 1621,Newburgh,NY,12551
"ECONOMIC OPPORTUNITY COUNCIL OF SUFFOLK, INC.","ECONOMIC OPPORTUNITY COUNCIL OF SUFFOLK, INC.",PATCHOGUE,NY,11772
ECUMENICAL COMMUNITY DEVELOPMENT ORG,475 Riverside Dr,New York,NY,10115
EL BARRIO'S OPER. FIGHTBACK,413 E 120th St,New York,NY,10035
ELLICOTT DISTRICT COMMUNITY DEV,644 William St,Buffalo,NY,14206
"EMERGENCY HOUSING GROUP, INC.","EMERGENCY HOUSING GROUP, INC.",MIDDLETOWN,NY,10940
"EPISCOPAL COMMUNITY HOUSING DEVELOPMENT ORGANIZATION, INC.",24 Rhode Island St,Buffalo,NY,14213
FAIR HOUSING DEVELOPMENT FUND CORP.,14 Glen St Ste 208,Glen Cove,NY,11542
"FIFTH AVENUE COMMITTEE, INC.",199 14th St,Brooklyn,NY,11215
"FILLMORE-LEROY AREA RESIDENTS, INC. (FLARE)",307 Leroy Ave,Buffalo,NY,14214
Finger Lakes Community Development Corporation,41 Lewis St,Geneva,NY,14456
FIRST SHILOH 211 HOUSING DEV,15 Pine St,Buffalo,NY,14204
"FIRST WARD ACTION COUNCIL, INC",167 Clinton St,Binghamton,NY,13905
FORDHAM BEDFORD,2751 Grand Concourse,Bronx,NY,10468
FORDHAM BEDFORD,2751 Grand Concourse,Bronx,NY,10468
"Friends of the North Country, Inc.",1387 Hardscrabble Rd,Cadyville,NY,12918
FRONTIER HOUSING CORP.,100 LOCKE STREET,DEXTER,NY,13634
FRONTIER HOUSING CORPORATION,FRONTIER HOUSING CORPORATION,DEXTER,NY,13634
GENESEE VALLEY RURAL PRESERV CO.,PO Box 271,Mount Morris,NY,14510
"GOOD HOUSING, INC",1204 Meadowbrook Rd,North Merrick,NY,11566
GREATER CENTENNIAL COMMUNITY DEVELOPMENT CORP.,GREATER CENTENNIAL COMMUNITY DEVELOPMENT CORP,MOUNT VERNON,NY,10550
GREATER HEMPSTEAD HOUSING DEVELOPMENT FUND CORPORATION,295 S Franklin St,Hempstead,NY,11550
"Greater Opportunities for Broome and Chenango, Inc.",44 W Main St,Norwich,NY,13815
GREENBURGH HOUSING DEVELOPMENT CORPORATION,9 Maple St,White Plains,NY,10603
"GREYSTON HEALTH SERVICES, INC.",21 Park Ave,Yonkers,NY,10703
GRO WEST INC.,1124 State St,Utica,NY,13502
GROUP 14621 COMMUNITY ASSOCIATION,1171 N Clinton Ave,Rochester,NY,14621
"H.O.G.A.R., INC.",7 Broadway,Haverstraw,NY,10927
HABITAT FOR HUMANITY - NYC,334 Furman St,Brooklyn,NY,11201
"HABITAT FOR HUMANITY IN THE CAPITAL DISTRICT, INC.",227 S Pearl St,Albany,NY,12202
"HABITAT FOR HUMANITY OF GREATER NEWBURGH, INC.",PO Box 1694,Newburgh,NY,12551
"HABITAT FOR HUMANITY OF ROCKLAND, INC.",PO Box 329,Spring Valley,NY,10977
HABITAT FOR HUMANITY SUFFOLK,PO Box 148,Rocky Point,NY,11778
HASTINGS-ON-HUDSON AFFORDABLE HOUSING DEVELOPMENT FUND CO.  INC,7 Maple Ave,Hastings On Hudson,NY,10706
HAVEN PLAZA HOUSING DEVELOPMENT FUND INCORPORATED,"Haven Plaza Housing Development Fund Company, Inc.",Garden City,NY,11530
HEART OF THE CITY NEIGHBORHOODS,"HEART OF THE CITY NEIGHBORHOODS, INC.",BUFFALO,NY,14201
HEMPSTEAD HISPANIC CIVIC ASSOC.,191 Main St,Hempstead,NY,11550
"Heritage Christian Services, Inc.",349 W Commercial St,East Rochester,NY,14445
HILL & VALE AFFORDABLE HOUSING,924 Albany St,Schenectady,NY,12307
"HISPANICS UNITED OF BUFFALO,INC.",254 Virginia St,Buffalo,NY,14201
"HOME HEADQUARTERS, INC.",538 Erie Blvd W,Syracuse,NY,13204
HOMEFRONT DEVELOPMENT CORP,PO Box 2157,Glens Falls,NY,12801
"HOMEFRONT, INC",560 Delaware Ave Rm 101,Buffalo,NY,14202
"HOMEFRONT, INC",560 Delaware Ave,Buffalo,NY,14202
"HOMEFRONT, INC.",560 Delaware Ave,Buffalo,NY,14202
"HOMESITE FUNDS, INC.",60 Clark St,Auburn,NY,13021
"HOPE COMMUNITY, INC",174 E 104th St,New York,NY,10029
HOPN - HDFC INC.,400 East Ave,Rochester,NY,14607
HOPN HOUSING DEVELOPMENT FUND CORPORATION,HOPN HOUSING DEVELOPMENT FUND CORPORATION,ROCHESTER,NY,14607
"HOUSING & SERVICES, INC.",461 Park Ave S,New York,NY,10016
"HOUSING ASSISTANCE PROGRAM OF ESSEX COUNTY, INC.","HOUSING ASSISTANCE PROGRAM OF ESSEX COUNTY, I",ELIZABETHTOWN,NY,12932
"HOUSING ASSISTANCE PROGRAM OF ESSEX COUNTY, INC.",103 HAND AVENUE,ELIZABETHTOWN,NY,12932
HOUSING OPPORTUNITIES FOR GROWTH,12 Broadway,Haverstraw,NY,10927
"HOUSING OPPORTUNITIES, INC","HOUSING OPPORTUNITIES, INC.",ROCHESTER,NY,14604
HOUSING RESOURCES OF COLUMBIA COUNT,721 Columbia St,Hudson,NY,12534
"Housing Visions Consultants, Inc.",1201 E Fayette St,Syracuse,NY,13210
HOUSING VISIONS DEVELOPMENT GROUP,1201 E Fayette St,Syracuse,NY,13210
"HUB II HOUSING DEVELOPMENT FUND CO., INC.",HUB II HOUSING DEVELOPMENT FUND CO. INC.,WASHINGTONVILLE,NY,10992
HUDSON RIVER HOUSING,313 Mill St,Poughkeepsie,NY,12601
"HUDSON RIVER HOUSING HOMEOWNERSHIP HDFC, INC.","HRH HOMEOWNERSHIP HDFC, INC.",POUGHKEEPSIE,NY,12601
"HUDSON RIVER HOUSING, INC.",409 South Rd,Poughkeepsie,NY,12601
HUDSON VALLEY HOUSING DEVELOPMENT FUND COMPANY,5 Givans Ave,Wappingers Falls,NY,12590
HUMAN DEVELOPMENT SERVICES,PO Box 110,Port Chester,NY,10573
IBERO-AMERICANDEVELOPMENT CORP.,104 Scio St,Rochester,NY,14604
"IL Strategy Group, Inc.",5 Washington Ter,Newburgh,NY,12550
"INDRA'S NETWORKS, INC.",21 Park Ave,Yonkers,NY,10703
INTERFAITH COUNCIL FOR ACTION,138 Spring St,Ossining,NY,10562
INTERFAITH COUNCIL FOR ACTION,PO Box 790,Ossining,NY,10562
ITHACA NEIGBORHOOD HSG SERVICES INC,115 W Clinton St,Ithaca,NY,14850
ITHACA NEIGHBORHOOD HOUSING SERVICES,115 W Clinton St,Ithaca,NY,14850
"JEFFERSON UNION MANAGEMENT ASSOCIATES, INC.",4 Union Pl,Tuckahoe,NY,10707
JOHNSON PARK CENTER,26 Johnson Park,Utica,NY,13501
JOSEPH'S HOME INC. (LOEB HOUSE),1 Blue Hill Plz,Pearl River,NY,10965
"JUBILEE HOMES, INC.",901 Tallman St,Syracuse,NY,13204
KENSINGTON BAILEY NEIGHBORHOOD HOUSING SERVICES,995 Kensington Ave,Buffalo,NY,14215
"KEUKA HOUSING COUNCIL, INC.",160 Main St,Penn Yan,NY,14527
KINGSBRIDGE-RIVERDALE-VAN COURTLANDT DEVELOPMENT CORP,KINGSBRIDGE-RIVERDALE-VAN CORTLANDT,BRONX,NY,10463
KIRYAS JOEL COMMUNITY HOUSING DEVELOPMENT ORG,500 FOREST ROAD,MONROE,NY,10950
LACKAWANNA HOUSING DEVELOPMENT CORP,697 Ridge Rd,Lackawanna,NY,14218
"LEWIS COUNTY OPPORTUNITIES, INC",PO Box 111,New Breman,NY,13367
Lifetime Housing Development Corporation,425 Paul Rd,Rochester,NY,14624
LOCAL DEVELOP CORP OF CROWN,230 Kingston Ave,Brooklyn,NY,11213
LOCAL DEVELOPMENT CORP,4 N 7th Ave,Mount Vernon,NY,10550
LONG ISLAND HOUSING PARTNERSHIP,180 Oser Ave Ste 800,Hauppauge,NY,11788
LONG ISLAND PARTNERSHIP HOUSING DE,LONG ISLAND HOUSING PARTNERSHIP HFDC,HAUPPAUGE,NY,11788
LONG ISLAND VENTURE ENTERPRISE,354 N Main St,Freeport,NY,11520
LORETTO MANAGEMENT,1305 Nottingham Rd,Jamesville,NY,13078
"LOWER EAST SIDE HOUSING DEVELOPMENT, INC.",308 E 8th St,New York,NY,10009
"LOWER EAST SIDE HOUSING DEVELOPMENT, INC.",308 E 8th St,New York,NY,10009
LOWER WEST SIDE RESOURCE & DEVELOPMENT CORP.,270 Virginia St,Buffalo,NY,14201
LT. COL. MATT URBAN HUMAN SERVICES CENTER,LT.COL. MATT URBAN HUMAN SERVICES CENTER OF W,BUFFALO,NY,14212
LYELL AREA REVITALIZATION COMM,1259 Lyell Ave,Rochester,NY,14606
MANHATTAN VALLEY DEVELOPMENT CORP.,73 W 108th St,New York,NY,10025
MARGERT COMMUNITY CORPORATION,MARGERT COMMUNITY CORPORATION,FAR ROCKAWAY,NY,11691
MARIAN APARTMENTS,C/O CHRISTOPHER COMMUNITY INC,SYRACUSE,NY,13204
MARKETVIEW HEIGHTS ASSOCIATION,"MARKETVIEW HEIGHTS ASSOCIATION, INC.",ROCHESTER,NY,14605
MBD COMMUNITY HOUSING CORP,1762 Boston Rd,Bronx,NY,10460
MEMORIAL ECONOMIC DEVELOPMENT CORP,189 Babylon Tpke,Roosevelt,NY,11575
MERCY HAVEN INC.,MERCY HAVEN INC.,ISLIP TERRACE,NY,11752
Metro Interfaith Housing Management Corp.,21 New St,Binghamton,NY,13903
"MIDDLE COUNTY RESOURCES MANAGEMENT, INC.",MIDDLE COUNTY MANAGEMENT RESOURCES INC.,HEMPSTEAD,NY,11550
"MLK CENTER, INC.",615 Riverside Blvd,Long Beach,NY,11561
MOHAWK INDIAN HOUSING CORP,PO Box 402,Rooseveltown,NY,13683
MOPN - HDFC INC.,400 East Ave,Rochester,NY,14607
MORRISANIA REVITALIZATION CORP,1199 Fulton Ave,Bronx,NY,10456
"MOUNT HOPE HOUSING COMPANY, INC.","MOUNT HOPE HOUSING COMPANY, INC.",BRONX,NY,10453
Mt. Sinai Development Corporation,243 Rev Dr A L Mackey Sr Ave,Roosevelt,NY,11575
MULTI-COUNTY COMMUNITY DEVELOP,PO Box 636,Highland,NY,12528
"MULTI-TALENTS, INC.",22 Pine St,Freeport,NY,11520
MUTUAL HOUSING ASSOCIATION OF NEW YORK,24 Nevins St,Brooklyn,NY,11217
MUTUAL HOUSING ASSOCIATION OF TOMPKINS COUNTY,512 Alice Miller Way,Ithaca,NY,14850
"NASSAU SUFFOLK PARTNERSHIP HDFC, INC.",NASSAU SUFFOLK HOUSING DEVELOPMENT FUND CORP,HAUPPAUGE,NY,11788
NAUTILUS DEVELOPMENT CORP.,3 Buffalo Ave,Freeport,NY,11520
NEAR WEST SIDE NEIGHBORHOOD ASSOCIATION,353 Davis St,Elmira,NY,14901
NEAR WESTSIDE NEIGHBORHOOD ASSOC.,353 Davis St,Elmira,NY,14901
"NEHDA, INC",101 Gertrude St,Syracuse,NY,13203
NEIGHBORHOOD HOUSING SERVICES (NEW YORK CITY),121 W 27th St,New York,NY,10001
NEIGHBORHOOD HOUSING SERVICES (ROCHESTER),683 South Ave,Rochester,NY,14620
NEIGHBORHOOD HOUSING SERVICES OF STATEN ISLAND,770 Castleton Ave,Staten Island,NY,10310
NEIGHBORS OF WATERTOWN,116 Franklin St,Watertown,NY,13601
NEIGHBORS OF WATERTOWN,112 Franklin St,Watertown,NY,13601
NEIGHBORS UNITED FOR JUSTICE IN HOUSING,189 Broadway,Newburgh,NY,12550
NEIGHBORWORKS HOME RESOURCES,209 N Union St,Olean,NY,14760
NEW BERLIN HOUSING & PRESERVATION CO.,PO Box 359,New Berlin,NY,13411
NEW OPPORTUNITIES COMMUN HOUSING,1195 Main St,Buffalo,NY,14209
NEW ROCHELLE COMMUNITY HOUSING DEVELOPMENT,400 North Ave,New Rochelle,NY,10801
"NEWBURGH COMMUNITY ACTION COMMITTEE, INC.","NEWBURGH COMMUNITY ACTION COMMITTEE, INC.",NEWBURGH,NY,12550
NEWBURGH COMMUNITY IMPROVEMENT CORPORATION,PO Box 49,Newburgh,NY,12551
"NEWBURGH INTERFAITH EMERGENCY HOUSING,INC.","NEWBURGH INTERFAITH EMERGENCY HOUSING, INC.",NEWBURGH,NY,12550
"NHS OF JAMAICA, INC.",16016 121st Ave,Jamaica,NY,11434
Niagara Area Habitat for Humanity,1221 Main St,Niagara Falls,NY,14301
NIAGARA FALLS NEIGHBORHOOD HOUSING SERVICES,479 16th St,Niagara Falls,NY,14303
NORTH AMITYVILLE HOUSING REHAB.,PO Box 761,Amityville,NY,11701
"NORTH AMITYVILLE HOUSING REHABILITATION ASSOCIATION, INC.",PO Box 761,Amityville,NY,11701
NORTH EAST AREA DEVELOPMENT,360 Webster Ave,Rochester,NY,14609
NORTH EAST BLOCK CLUB ALLIANCE,1499 Clifford Ave,Rochester,NY,14609
"NORTH FORK HOUSING ALLIANCE, INC",110 South St,Greenport,NY,11944
NORTHEAST BROOKLYN HDFC,132 Ralph Ave,Brooklyn,NY,11233
NORTHFIELD LDC,160 Heberton Ave,Staten Island,NY,10302
"NORTHWEST COMMUNITY SERVICES, INC",604 Lake Ave,Rochester,NY,14613
OCEANHILL-BROWNSVILLE T.A.,319 Rockaway Ave,Brooklyn,NY,11233
OLD 1ST WARD COMM ASSN,84 Vandalia St,Buffalo,NY,14204
"OPPORTUNITIES FOR BROOME, INC",56 Whitney Ave,Binghamton,NY,13901
OPTIONS FOR COMMUNITY LIVING,OPTIONS FOR COMMUNITY LIVING,SMITHTOWN,NY,11787
ORANGE COUNTY RURAL DEV ADVISORY,365 Route 211 E,Middletown,NY,10940
OUR LADY OF VICTORY CHDO,291 North St,Buffalo,NY,14201
Pathstone Development Corporation,7 Prince St,Rochester,NY,14607
"PEACE, INC",1153 W Fayette St,Syracuse,NY,13204
PEOPLE COMMUNITY HOUSING DEVELOPMENT CORPORATION,1219 N Forest Rd,Williamsville,NY,14221
PEOPLE'S MUTUAL HOUSING ASSOCIATION,169 Avenue B,New York,NY,10009
PHILLIPSBURGH HALL HDFC,1 Hudson St,Yonkers,NY,10701
PLEASANTVILLE HOUSING DEVELOPMENT FUND CO. INC.,36 Wilton Rd,Pleasantville,NY,10570
POND VIEW HOMES HOUSING DEVELOPMENT FUND CORPORATION,POND VIEW HOMES HOUSING DEVELOPMENT FUND CORP,GREAT NECK,NY,11020
PRATT AREA COMMUNITY COUNCIL,201 Dekalb Ave,Brooklyn,NY,11205
PRIDE-TICONDEROGA,129 Montcalm St,Ticonderoga,NY,12883
PROMESA HOUSING DEVELOPMENT HOUSING FUND CORP.,PROMESA HOUSING DEVELOPMENT FUND CORP.,BRONX,NY,10457
PROSPERO HOUSING DEVELOPMENT FUND CORP.,49 W 37th St Fl 12,New York,NY,10018
PROVIDENCE HOUSING DEVELOPMENT CORPORATION,PROVIDENCE HOUSING DEVELOPMENT CORPORATION,ROCHESTER,NY,14624
PUEBLO NUEVO HOUSING & DEVELOPMENT,125 Pitt St,New York,NY,10002
Raising The Standards CDC Inc.,179 E Ferry St,Buffalo,NY,14208
REAPS,PO Box 340,Yonkers,NY,10705
"REBUILD MOHAWK VALLEY, INC.",509 2nd St,Utica,NY,13501
REGIONAL ECONOMIC COMMUNITY ACTION,40 South St,Middletown,NY,10940
RENSSELAER ORGANIZ. UNITED SR,1600 7th Ave Ste 5,Troy,NY,12180
"RESIDENTS FOR EQUITABLE AND AFFORDABLE PERMANENT SHELTER, INC.",21 Ludlow St,Yonkers,NY,10705
"RIDGEWOOD BUSHWICK SENIOR CITIZEN COUNCIL, INC",217 Wyckoff Ave,Brooklyn,NY,11237
RIVER CITY DEVELOPMENT CORPORATION,233 Liberty St,Newburgh,NY,12550
ROCHESTER HOUSING DEVELOPMENT FUND CORPORATION,183 E Main St Ste 900,Rochester,NY,14604
"Rockland Housing Action Coalition, Inc.",120 N Main St,New City,NY,10956
RURAL HOUSING OPPORT CORP,339 East Ave,Rochester,NY,14604
RURAL HOUSING OPPORTUNITIES CORP,400 East Ave,Rochester,NY,14607
RURAL PRESERVATION CO OF DUTCHESS,PO Box 1360,Millbrook,NY,12545
RURAL SULLIVAN COUNTY HOUSING OPPORTUNITIES,375 Broadway,Monticello,NY,12701
RURAL ULSTER PRESERVATION CO,RURAL ULSTER PRESERVATION CO.,KINGSTON,NY,12401
S.F.D.S. DEVELOPMENT CORP,135 E 96th St,New York,NY,10128
"SAFE HARBORS OF THE HUDSON, INC.",SAFE HARBORS OF THE HUDSON INC.,NEWBURGH,NY,12550
SARATOGA COUNTY RURAL PRESERVATION,36 Church Ave,Ballston Spa,NY,12020
SCAP d/b/a Arbor Housing & Development,26 Bridge St,Corning,NY,14830
SEBCO Development Inc.,923 Simpson St,Bronx,NY,10459
SEPP INC.,16 Saint John Ave,Binghamton,NY,13905
"SHELTERS OF SARATOGA, INC.",14 Walworth St,Saratoga Springs,NY,12866
SHILOH SENIOR HOUSING DEVELOPMENT FUND CORP.,211 E Eagle St,Buffalo,NY,14204
"SNOW BELT HOUSING COMPANY, INC",7500 S State St,Lowville,NY,13367
"SOUTH BRONX CHURCHES MORRISANIA CLUSTER HDFC, INC.",94 Brandt Pl,Bronx,NY,10453
"SOUTH BRONX COMMUNITY MANAGEMENT COMPANY, INC.","SOUTH BRONX COMMUNITY MANAGEMENT COMPANY, INC",BRONX,NY,10455
South End Improvement Corp.,38 Catherine St,Albany,NY,12202
SOUTH SHORE ASSOC. FOR INDEPENDENT LIVING. INC.,1976 Grand Ave,North Baldwin,NY,11510
SOUTH WEDGE PLANNING COMMITTEE,288 Sanford St,Rochester,NY,14620
SOUTH WEST AREA DEVELOPMENT CORP. (SWADCO),236 Bronson Ave,Rochester,NY,14611
SOUTHEAST AREA COALITION,986 Clinton Ave S,Rochester,NY,14620
SOUTHERN HILLS PRESERVATION CORP.,SOUTHERN HILLS PRESERVATION CORP.,TULLY,NY,13159
"SOUTHERN TIER ENVIRONMENTAL LIVING, INC.",715 Central Ave,Dunkirk,NY,14048
"SOUTHERN TIER ENVIRONMENTS FOR LIVING, INC.","SOUTHERN TIER ENVIRONMENTS FOR LIVING, INC.",DUNKIRK,NY,14048
SOUTHSIDE UNITED HDFC,213 S 4th St,Brooklyn,NY,11211
SOUTHTOWN RURAL PRESERVATION CO,PO Box 153,Boston,NY,14025
"SPANISH COMMUNITY PROGRESS FOUNDATION, INC.",COMMERCE COMMUNITY CENTER,YONKERS,NY,10703
"ST. ANNE'S GARDENS HOUSING DEVELOPMENT FUND COMPANY, INC.","ST. ANNE'S HOUSING DEVELOPMENT FUND CO., INC.",HICKSVILLE,NY,11801
ST. JOHN FRUITBELT CDC,184 Goodell St,Buffalo,NY,14204
ST. LAWRENCE COUNTY COMMUNITY DEVEL,1 Commerce Ln,Canton,NY,13617
"ST. LAWRENCE COUNTY HOUSING COUNCIL, INC.","ST. LAWRENCE COUNTY HOUSING COUNCIL, INC.",CANTON,NY,13671
ST. NICHOLAS NEIGHBORHOOD PRESERVATION CORP,11 Catherine St,Brooklyn,NY,11211
"St. Patrick Village Apartments, LLC",525 Washington St,Buffalo,NY,14203
ST.PAUL'S COMMUNITY OUTREACH PROGRAM,121 Harriet Tubman Way,Spring Valley,NY,10977
"STONELEIGH HOUSING, INC.","STONELEIGH HOUSING, INC.",CANASTOTA,NY,13032
"STRAND COMMUNITY O.R.E., INC.",15 Franklin St,Kingston,NY,12401
SUBURBAN HOUSING DEV & RESEARCH,1356 5th Ave,Bay Shore,NY,11706
SYRACUSE MODEL NEIGHBORHOOD CORP,SYRACUSE MODEL NEIGHBORHOOD CORP.,SYRACUSE,NY,13205
SYRACUSE MODEL NEIGHBORHOOD CORPORATION,1721 S Salina St,Syracuse,NY,13205
SYRACUSE MODEL NEIGHBORHOOD CORPORATION,1721 S Salina St,Syracuse,NY,13205
"SYRACUSE NEIGHBORHOOD HOUSING SERVICES, INC",1721 S Salina St,Syracuse,NY,13205
TAP INC.,210 River St,Troy,NY,12180
THE AFFORDABLE HOUSING CONSERVANCY,THE AFFORDABLE HOUSING CONSERVANCY,NEW PALTZ,NY,12561
The Mews at Prattsville Limited Partnership,34 Clayton Blvd Apt A,Baldwin Place,NY,10505
"THE NEWBURGH MINISTRY, INC.",9 Johnston St,Newburgh,NY,12550
"THE PRESERVATION COMPANY, INC.",1037 Main St,Peekskill,NY,10566
"THE PRESERVATION COMPANY, INC.",1037 Main St,Peekskill,NY,10566
TIOGA OPPORT PROGRAM HOUSING,PO Box 600,Owego,NY,13827
TOWNE GARDENS LTD,440 Clinton St,Buffalo,NY,14204
TREMONT COMMONWEALTH COUNCIL,770 E 176th St,Bronx,NY,10460
TROY ARCHITECTURAL PROGRAM,210 River St,Troy,NY,12180
TROY HOUSING DEVELOPMENT CORPORATION,MARTIN LUTHER KING APARTMENTS,TROY,NY,12180
TROY REHABILITATION & IMPROVEMENT PROGRAM,415 River St,Troy,NY,12180
"UJAMAA OF GRACE, INC.",ONE GRACE PLAZA,MOUNT VERNON,NY,00001
UNIFIED NEW CASSEL COMMUNITY REVITALIZATION CORP.,211 Garden St,Westbury,NY,11590
"Uniondale Community Land Trust, Inc.",806 Jerusalem Ave,Uniondale,NY,11553
UNIVERSITY HEIGHTS CDA,3242 Main St,Buffalo,NY,14214
URBAN LEAGUE OF ROCHESTER ECONOMIC DEVELOPMENT CORP,,URBAN LEAGUE OF ROCHESTER ECONOMIC DEVELOPMENT CORP,NY,99999
URBAN LEAGUE OF ROCHESTER ECONOMIC DEVELOPMENT CORP.,312 State St,Rochester,NY,14608
"UTICA COMMUNITY ACTION, INC",214 Rutger St,Utica,NY,13501
"Utica Neighborhood Housing Services, Inc.",1611 Genesee St,Utica,NY,13501
VICTORY HOUSING DEVELOPMENT FUND CO,1415 Montauk Hwy,East Patchogue,NY,11772
VILLAGE OF HEMPSTEAD - UNION BAPTIST SENIOR PLAZA,VILLAGE OF HEMPSTEAD,HEMPSTEAD,NY,11550
WARREN - HAMILTON HOUSING CORP.,WARREN - HAMILTON HOUSING CORP.,WARRENSBURG,NY,12885
WASHINGTONVILLE HOUSING ALLIANCE,136 Library Ln,Mamaroneck,NY,10543
"WEST HARLEM GROUP ASSISTANCE, INC.","WEST HARLEM GROUP ASSISTANCE, INC.",NEW YORK,NY,10031
WEST HILL IMPROVEMENT CORP,117 N Lake Ave,Albany,NY,12206
"WEST SIDE NEIGHBORHOOD HOUSING SERVICES, INC.",359 Connecticut St,Buffalo,NY,14213
WEST SIDE NHS,359 Connecticut St,Buffalo,NY,14213
WESTCHESTER INTERFAITH HOUSING CORP.,14 Browns Ln,Hawthorne,NY,10532
"WESTCHESTER MANAGEMENT GROUP, INC.",126 Valley St,Sleepy Hollow,NY,10591
WESTERN NEW YORK AMERICORPS FUND,2001 Union Rd,West Seneca,NY,14224
WESTERN NEW YORK VETERANS HOUSING,1125 Main St,Buffalo,NY,14209
"WESTHAB, INC.",85 Executive Blvd,Elmsford,NY,10523
WYANDANCH COMMUNITY DEVELOPMENT CORP,30 William St,Wyandanch,NY,11798
"WYANDANCH COMMUNITY DEVELOPMENT CORP., INC.",59 Cumberbach St,Wyandanch,NY,11798
"Wyandanch Communtiy Development Corp., Inc.",59 Cumberbach St,Wyandanch,NY,11798
WYOMING COUNTY COMMUNITY ACTION,WYOMING COUNTY COMMUNITY ACTION,PERRY,NY,14530
"Y.C.A.P., INC.",164 Ashburton Ave,Yonkers,NY,10701
YCHDO,30 S Broadway,Yonkers,NY,10701
YONKERS COMMUNITY ACTION PROGRAM,164 Ashburton Ave,Yonkers,NY,10701
"ABCD, INC",1225 Gross Ave NE,Canton,OH,44705
ADAMS-BROWN CO. ECON OPPOR. INC.,406 W Plum St,Georgetown,OH,45121
ALLIANCE AREA FARMWORKERS,210 E Main St,Alliance,OH,44601
AMISTAD DEVELOPMENT CORP.,17300 Miles Ave,Cleveland,OH,44128
"Aspen Place, LLC",6106 Lorain Ave,Cleveland,OH,44102
B.I.C.E.E. INC.,720 N Howard St,Akron,OH,44310
BROWN DORR COLLINGWOOD DC,933 Pinewood Ave,Toledo,OH,43607
"BURTEN, BELL, CARR DEV",7201 Kinsman Rd,Cleveland,OH,44104
BUTLER CNTY COMM ACTION,732 Central Ave,Hamilton,OH,45011
CAC OF FAYETTE COUNTY,324 E Court St,Washington Ch,OH,43160
CAC OF PIKE COUNTY,941 Market St,Piketon,OH,45661
CAMBRIDGE MANAGEMENT CORP,1100 Maple Ct,Cambridge,OH,43725
CAMP WASHINGTON COMM BOARD INC,2951 Sidney Ave,Cincinnati,OH,45225
"CAO OF DELEWARE, MADISON, UNION","MADISON , UNION",MARYSVILLE,OH,43040
CENTRAL CITY ECONOMIC DEVELOPMENT CORP,PO Box 1804,Mansfield,OH,44901
CENTRAL OHIO HOUSING DEVELOPMENT ORGANIZATION,562 E Main St,Columbus,OH,43215
CHOICE,20 Federal Plz W Ste M14,Youngstown,OH,44503
CINCINNATI HOUSING PARTNERS,3329 Glenmore Ave,Cincinnati,OH,45211
"CINCINNATI HOUSING REHAB, INC.",356 Rockdale Ave,Cincinnati,OH,45229
CINCINNATI NORTHSIDE COMMUNITY URBAN REDEVELOPMENT CORP.,4129 Georgia Ave,Cincinnati,OH,45223
Cincinnati/Hamilton County CAA,1740 Langdon Farm Rd,Cincinnati,OH,45237
CITY WIDE DEVELOPMENT CORP,8 N Main St,Dayton,OH,45402
CLEVELAND HOUSING NETWORK,2999 Payne Ave Ste 306,Cleveland,OH,44114
"Clinton County CAP, Inc.",789 N Nelson Ave,Wilmington,OH,45177
COMM. & ECON DEV. CORP.,218 W Main St,Ravenna,OH,44266
"COMMON WEALTH, INC",1221 Elm St,Youngstown,OH,44505
COMMUNITY DEVELOPMENT FOR ALL PEOPLE,895 Parsons Ave Ste B,Columbus,OH,43206
COMMUNITY HOMES REVIT. CORP.,1390 Cleveland Ave Ste 202,Columbus,OH,43211
COMMUNITY HOUSING SOLUTION,12114 Larchmere Blvd,Cleveland,OH,44120
COMMUNITY REVITALIZATION AGENCY,1832 Freeman Ave,Cincinnati,OH,45214
COMMUNITY WORKS DEV CORP,401 Main St,Zanesville,OH,43701
CORNERSTONE CORPORATION FOR SHARED EQUITY,1639 Vine St,Cincinnati,OH,45202
CROSS MANAGEMENT PROPERTIES,1675 Aberdeen Ave,Columbus,OH,43211
DAY SPRINGS,2100 Agler Rd,Columbus,OH,43224
